,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Heat,Depart,DewPoint,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp
88,T002,CULEX RESTUANS,4,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.95469,-87.800991,6,54205.61797752809,56.5,5.825842696629214,0.0,63.5,49.0,-9.0,5.7,8.241573033707866,0.2391573033707864
89,T002,CULEX SALINARIUS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.95469,-87.800991,6,54212.0,56.5,5.761111111111111,0.0,63.5,49.0,-9.0,5.7,8.38888888888889,0.23738888888888876
90,T003,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.964242,-87.757639,6,54218.241758241755,56.5,5.697802197802198,0.0,63.5,49.0,-9.0,5.7,8.532967032967033,0.2356593406593405
91,T006,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.990284,-87.797127,6,54224.34782608696,56.5,5.635869565217392,0.0,63.5,49.0,-9.0,5.7,8.673913043478262,0.23396739130434765
92,T006,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.990284,-87.797127,6,54230.32258064516,56.5,5.575268817204301,0.0,63.5,49.0,-9.0,5.7,8.811827956989248,0.23231182795698907
93,T007,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.994991,-87.769279,6,54236.17021276596,81.5,5.51595744680851,16.5,91.5,49.0,10.0,5.7,8.946808510638299,0.23069148936170192
94,T007,CULEX RESTUANS,4,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.994991,-87.769279,6,54241.89473684211,81.5,5.457894736842105,16.5,91.5,49.0,10.0,5.7,9.078947368421053,0.2291052631578945
95,T008,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.008314,-87.77792099999998,6,54247.5,81.5,5.401041666666667,16.5,91.5,49.0,10.0,5.7,9.208333333333334,0.2275520833333331
96,T011,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.944869,-87.832763,6,54252.989690721646,81.5,5.345360824742268,16.5,91.5,71.5,10.0,5.7,9.335051546391753,0.2260309278350513
97,T011,CULEX RESTUANS,4,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.944869,-87.832763,6,54258.36734693877,81.5,5.290816326530612,16.5,91.5,71.5,10.0,5.7,9.459183673469388,0.22454081632653033
98,T012,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.991429,-87.747113,6,54263.63636363636,81.5,5.237373737373737,16.5,91.5,71.5,10.0,5.7,9.580808080808081,0.2230808080808078
99,T015,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.974089,-87.824812,6,54268.8,81.5,5.185,16.5,91.5,71.5,10.0,5.7,9.7,0.2216499999999997
100,T016,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.011601,-87.81150600000002,6,54273.86138613861,81.5,5.133663366336633,16.5,91.5,71.5,10.0,5.7,9.816831683168317,0.22024752475247494
101,T016,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.011601,-87.81150600000002,6,54278.82352941176,81.5,5.083333333333333,16.5,91.5,71.5,10.0,5.7,9.931372549019608,0.2188725490196075
102,T019,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.94983,-87.69845699999998,6,54283.68932038835,81.5,5.033980582524272,16.5,91.5,71.5,10.0,5.7,10.04368932038835,0.21752427184465986
103,T025,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.979243,-87.750938,6,54288.46153846154,81.5,4.985576923076923,16.5,91.5,71.5,10.0,5.7,10.153846153846153,0.21620192307692274
104,T028,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.986921,-87.689778,6,54293.142857142855,81.5,4.938095238095238,16.5,91.5,71.5,10.0,5.7,10.261904761904763,0.21490476190476154
105,T028,CULEX RESTUANS,9,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.986921,-87.689778,6,54297.735849056604,81.5,4.8915094339622645,16.5,91.5,71.5,10.0,5.7,10.367924528301886,0.21363207547169774
106,T033,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.906638,-87.701431,6,54302.2429906542,81.5,4.845794392523365,16.5,91.5,71.5,10.0,5.7,10.47196261682243,0.21238317757009306
107,T033,CULEX RESTUANS,3,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.906638,-87.701431,6,54306.666666666664,81.5,4.800925925925926,16.5,91.5,71.5,10.0,5.7,10.574074074074074,0.21115740740740702
108,T034,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.843810999999995,-87.686763,6,54311.00917431193,81.5,4.756880733944954,16.5,91.5,71.5,10.0,5.7,10.674311926605505,0.20995412844036657
109,T037,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.921177,-87.79518,6,54315.27272727273,81.5,4.713636363636364,16.5,91.5,71.5,10.0,5.7,10.772727272727273,0.20877272727272686
110,T040,CULEX PIPIENS/RESTUANS,5,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.852652,-87.719887,6,54319.45945945946,81.5,4.671171171171171,16.5,91.5,71.5,10.0,5.7,10.86936936936937,0.20761261261261219
111,T040,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.852652,-87.719887,6,54323.57142857143,81.5,4.629464285714286,16.5,91.5,71.5,10.0,5.7,10.964285714285714,0.20647321428571383
112,T043,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.857402,-87.694991,6,54327.61061946903,81.5,4.588495575221239,16.5,91.5,71.5,10.0,5.7,11.057522123893806,0.2053539823008845
113,T045,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.9216,-87.666455,6,54331.57894736842,81.5,4.548245614035087,16.5,91.5,71.5,10.0,5.7,11.149122807017545,0.20425438596491183
114,T045,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.9216,-87.666455,6,54335.47826086957,81.5,4.508695652173913,16.5,91.5,71.5,10.0,6.699999999999998,11.23913043478261,0.2031739130434778
115,T046,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.891118,-87.65449100000002,6,54339.31034482759,81.5,4.469827586206897,16.5,91.5,71.5,10.0,6.6999999999999975,11.327586206896552,0.20211206896551676
116,T046,CULEX RESTUANS,6,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.891118,-87.65449100000002,6,54343.07692307692,81.5,4.431623931623932,16.5,91.5,71.5,10.0,6.6999999999999975,11.414529914529915,0.20106837606837558
117,T047,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.868142,-87.696269,6,54346.779661016946,81.5,4.3940677966101696,16.5,91.5,71.5,10.0,6.6999999999999975,11.5,0.20004237288135543
118,T047,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.868142,-87.696269,6,54350.42016806723,81.5,4.357142857142857,16.5,91.5,71.5,10.0,6.6999999999999975,11.584033613445378,0.19903361344537762
119,T048,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.867108,-87.654224,6,54354.0,81.5,4.320833333333334,16.5,91.5,71.5,10.0,6.6999999999999975,11.666666666666666,0.19804166666666614
120,T049,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.896282,-87.655232,6,54357.520661157025,81.5,4.285123966942149,16.5,91.5,71.5,10.0,6.6999999999999975,11.74793388429752,0.1970661157024788
121,T050,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.919343,-87.694259,6,54360.983606557376,81.5,4.25,16.5,91.5,71.5,10.0,6.6999999999999975,11.827868852459016,0.19610655737704863
122,T051,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.846283,-87.656913,6,54364.39024390244,81.5,4.215447154471545,16.5,91.5,71.5,10.0,6.6999999999999975,11.90650406504065,0.1951626016260157
123,T085,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.721474,-87.648064,6,54367.74193548387,81.5,4.181451612903226,16.5,91.5,71.5,10.0,6.6999999999999975,11.983870967741936,0.19423387096774136
124,T086,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.688324,-87.676709,6,54371.04,81.5,4.148,16.5,91.5,71.5,10.0,6.6999999999999975,12.06,0.19331999999999944
125,T086,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.688324,-87.676709,6,54374.28571428572,81.5,4.115079365079365,16.5,91.5,71.5,10.0,6.6999999999999975,12.134920634920634,0.19242063492063433
126,T088,CULEX PIPIENS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.869107,-87.69629300000004,6,54377.48031496063,81.5,4.082677165354331,16.5,91.5,71.5,10.0,6.6999999999999975,12.208661417322835,0.19153543307086554
127,T090,CULEX PIPIENS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.868077,-87.666901,6,54380.625,81.5,4.05078125,16.5,91.5,71.5,10.0,6.6999999999999975,12.28125,0.1906640624999994
128,T090,CULEX PIPIENS/RESTUANS,10,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.868077,-87.666901,6,54383.72093023256,81.5,4.01937984496124,16.5,91.5,71.5,10.0,6.6999999999999975,12.352713178294573,0.189806201550387
129,T090,CULEX RESTUANS,19,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.868077,-87.666901,6,54386.769230769234,81.5,3.9884615384615385,16.5,91.5,71.5,10.0,6.6999999999999975,12.423076923076923,0.18896153846153785
130,T096,CULEX RESTUANS,5,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.731922,-87.677512,6,54389.770992366415,81.5,3.9580152671755724,16.5,91.5,71.5,10.0,6.6999999999999975,12.492366412213741,0.18812977099236577
131,T129,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.891126,-87.61156,6,54392.72727272727,81.5,3.928030303030303,16.5,91.5,71.5,10.0,6.6999999999999975,12.56060606060606,0.18731060606060543
132,T129,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.891126,-87.61156,6,54395.63909774436,81.5,3.898496240601504,16.5,91.5,71.5,10.0,6.6999999999999975,12.62781954887218,0.1865037593984956
133,T135,CULEX PIPIENS,6,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.662014,-87.72460799999998,6,54398.50746268657,81.5,3.8694029850746268,16.5,91.5,71.5,10.0,6.6999999999999975,12.694029850746269,0.18570895522387995
134,T135,CULEX PIPIENS/RESTUANS,20,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.662014,-87.72460799999998,6,54401.333333333336,81.5,3.8407407407407406,16.5,91.5,71.5,10.0,6.6999999999999975,12.75925925925926,0.18492592592592527
135,T135,CULEX RESTUANS,25,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.662014,-87.72460799999998,6,54404.117647058825,81.5,3.8125,16.5,91.5,71.5,10.0,6.6999999999999975,12.823529411764707,0.1841544117647052
136,T141,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.961743,-87.76007,6,54406.86131386861,81.5,3.7846715328467155,16.5,91.5,71.5,10.0,6.6999999999999975,12.886861313868613,0.18339416058394092
137,T141,CULEX RESTUANS,3,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.961743,-87.76007,6,54409.565217391304,81.5,3.7572463768115942,16.5,91.5,71.5,10.0,6.6999999999999975,12.94927536231884,0.1826449275362312
138,T142,CULEX RESTUANS,4,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.953067,-87.776792,6,54412.23021582734,81.5,3.7302158273381294,16.5,91.5,71.5,10.0,6.6999999999999975,13.010791366906474,0.1819064748201432
139,T143,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.999128999999996,-87.795585,6,54414.857142857145,81.5,3.7035714285714287,16.5,91.5,71.5,10.0,6.6999999999999975,13.071428571428571,0.18117857142857074
140,T143,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.999128999999996,-87.795585,6,54417.44680851064,81.5,3.6773049645390072,16.5,91.5,71.5,10.0,6.6999999999999975,13.131205673758865,0.1804609929078007
141,T145,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.878114000000004,-87.629798,6,54420.0,81.5,3.6514084507042255,16.5,91.5,71.5,10.0,6.6999999999999975,13.190140845070422,0.17975352112675985
142,T146,CULEX RESTUANS,6,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.958271,-87.702575,6,54422.51748251748,81.5,3.625874125874126,16.5,91.5,71.5,10.0,6.6999999999999975,13.248251748251748,0.17905594405594333
143,T147,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.932094,-87.700117,6,54425.0,81.5,3.6006944444444446,16.5,91.5,71.5,10.0,6.6999999999999975,13.305555555555555,0.17836805555555482
144,T148,CULEX PIPIENS/RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.01743,-87.68776899999996,6,54427.44827586207,81.5,3.575862068965517,16.5,91.5,71.5,10.0,6.6999999999999975,13.362068965517242,0.17768965517241306
145,T148,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.01743,-87.68776899999996,6,54429.86301369863,81.5,3.5513698630136985,16.5,91.5,71.5,10.0,6.6999999999999975,13.417808219178083,0.17702054794520475
146,T150,CULEX RESTUANS,2,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,42.006858,-87.675919,6,54432.244897959186,81.5,3.5272108843537415,16.5,91.5,71.5,10.0,6.6999999999999975,13.47278911564626,0.17636054421768632
147,T151,CULEX PIPIENS/RESTUANS,3,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.916265,-87.800515,6,54434.59459459459,81.5,3.5033783783783785,16.5,91.5,71.5,10.0,6.6999999999999975,13.527027027027026,0.1757094594594587
148,T151,CULEX RESTUANS,6,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.916265,-87.800515,6,54436.91275167785,81.5,3.4798657718120807,16.5,91.5,71.5,10.0,6.6999999999999975,13.580536912751677,0.17506711409395898
149,T158,CULEX PIPIENS/RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.682587,-87.707973,6,54439.2,81.5,3.4566666666666666,16.5,91.5,71.5,10.0,6.6999999999999975,13.633333333333333,0.17443333333333258
150,T158,CULEX RESTUANS,4,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.682587,-87.707973,6,54441.45695364238,81.5,3.433774834437086,16.5,91.5,71.5,10.0,6.6999999999999975,13.685430463576159,0.1738079470198668
151,T161,CULEX PIPIENS/RESTUANS,3,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.719059,-87.675088,6,54443.68421052631,81.5,3.411184210526316,16.5,91.5,71.5,10.0,6.6999999999999975,13.736842105263158,0.17319078947368344
152,T161,CULEX RESTUANS,5,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.719059,-87.675088,6,54445.882352941175,81.5,3.388888888888889,16.5,91.5,71.5,10.0,6.6999999999999975,13.787581699346406,0.17258169934640444
153,T219,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.966986999999996,-87.674677,6,54448.05194805195,81.5,3.366883116883117,16.5,91.5,71.5,10.0,6.6999999999999975,13.837662337662337,0.17198051948051868
154,T220,CULEX RESTUANS,1,0,54780,91.5,71.5,81.5,6.6999999999999975,21.5,7.6,1931,0.0,10,53.45788043478261,16.5,TSRA BR HZ VCTS,0.08,29.42,41.963976,-87.69181,6,54450.1935483871,81.5,3.3451612903225807,16.5,91.5,71.5,10.0,6.6999999999999975,13.887096774193548,0.17138709677419275
155,T002,CULEX PIPIENS/RESTUANS,2,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.95469,-87.800991,6,54451.92307692308,81.5,3.3333333333333335,16.5,91.5,71.5,10.0,6.6999999999999975,13.810897435897436,0.17028846153846075
156,T006,CULEX RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.990284,-87.797127,6,54453.63057324841,81.5,3.321656050955414,16.5,91.5,71.5,10.0,6.6999999999999975,13.735668789808917,0.16920382165605016
157,T012,CULEX PIPIENS/RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.991429,-87.747113,6,54455.3164556962,81.5,3.310126582278481,16.5,91.5,71.5,10.0,6.6999999999999975,13.66139240506329,0.16813291139240427
158,T013,CULEX PIPIENS/RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.923738,-87.785288,6,54456.981132075474,81.5,3.29874213836478,16.5,91.5,71.5,10.0,6.6999999999999975,13.58805031446541,0.16707547169811243
159,T014,CULEX RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.970248,-87.787992,6,54458.625,81.5,3.2875,16.5,91.5,71.5,10.0,6.6999999999999975,13.515625,0.16603124999999924
160,T015,CULEX PIPIENS/RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.974089,-87.824812,6,54460.24844720497,81.5,3.2763975155279503,16.5,91.5,71.5,10.0,6.6999999999999975,13.444099378881987,0.16499999999999923
161,T015,CULEX RESTUANS,2,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.974089,-87.824812,6,54461.851851851854,81.5,3.265432098765432,16.5,91.5,71.5,10.0,6.6999999999999975,13.373456790123457,0.16398148148148073
162,T016,CULEX PIPIENS/RESTUANS,2,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,42.011601,-87.81150600000002,6,54463.43558282209,63.5,3.254601226993865,0.0,70.5,71.5,-8.0,6.6999999999999975,13.303680981595091,0.16297546012269862
163,T018,CULEX RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,42.010412,-87.66214000000002,6,54465.0,63.5,3.2439024390243905,0.0,70.5,71.5,-8.0,6.6999999999999975,13.234756097560975,0.16198170731707243
164,T028,CULEX PIPIENS/RESTUANS,2,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.986921,-87.689778,6,54466.545454545456,63.5,3.2333333333333334,0.0,70.5,71.5,-8.0,6.6999999999999975,13.166666666666666,0.16099999999999925
165,T028,CULEX RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.986921,-87.689778,6,54468.072289156626,63.5,3.2228915662650603,0.0,70.5,56.0,-8.0,6.6999999999999975,13.099397590361447,0.16003012048192697
166,T030,CULEX PIPIENS/RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.899229999999996,-87.716788,6,54469.58083832335,63.5,3.212574850299401,0.0,70.5,56.0,-8.0,6.6999999999999975,13.032934131736527,0.1590718562874244
167,T030,CULEX RESTUANS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.899229999999996,-87.716788,6,54471.07142857143,63.5,3.2023809523809526,0.0,70.5,56.0,-8.0,6.6999999999999975,12.967261904761905,0.15812499999999927
168,T031,CULEX PIPIENS,1,0,54720,70.5,56.0,63.5,7.5,2.0,8.25,1931,1.5,-8,53.45788043478261,0.0, ,0.0,29.44,41.801497999999995,-87.763416,6,54472.54437869822,63.5,3.1923076923076925,0.0,70.5,56.0,-8.0,6.6999999999999975,12.902366863905325,0.1571893491124253
